Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance ,2015 Governance ,2016 Governance ,2017 Governance ,2018 Governance ,2019 Governance ,2020 Governance ,GDP PER CAPITA PER CAPITA 2000 ,GDP PER CAPITA PER CAPITA 2001 ,GDP PER CAPITA 2002 ,GDP PER CAPITA 2003,GDP PER CAPITA 2004 ,GDP PER CAPITA 2005 ,GDP PER CAPITA 2006 ,GDP PER CAPITA 2007 ,GDP PER CAPITA 2008 ,GDP PER CAPITA 2009,GDP PER CAPITA 2010 ,GDP PER CAPITA 2011 ,GDP PER CAPITA 2012 ,GDP PER CAPITA 2013 ,GDP PER CAPITA 2014 ,GDP PER CAPITA 2015 ,GDP PER CAPITA 2016 ,GDP PER CAPITA 2017 ,GDP PER CAPITA 2018 ,GDP PER CAPITA 2019 ,GDP PER CAPITA 2020 ,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Continent_Name,Continent_Code,Country_Name,Two_Letter_Country_Code,Country_Number
Malaysia,59.7,59.95,60.57,62.79,63.26,64.99,62.51,59.31,74.23,59.22,47.9,44.2,44.3,46.9,47.1,49.2,47.53,47.06,46.84,53.49,50.96,32.61,38.08,34.21,45.9,44.62,47.42,46.71,46.03,46.44,47.05,49.64,50.14,49.92,48.88,45.59,47.29,48.66,49.64,25.57,33.3,38.21,40.5,37.87,34.66,44.32,45.03,46.46,44.3,45.04,47.61,48.56,54.11,49.2,54.45,51.88,51.63,51.4,52.68,52.79,53.17,56,50.44,50.93,48.05,50.69,12913.17,12976.68,13606.05,14369.83,15450.05,16454.22,17549.6,18784.48,19695.08,19193.19,20508.76,21704.74,22985.8,23477.99,24607.67,24801.89,25546.13,26661.51,28219.8,29564.01,27886.86,MYS,"Population, total",SP.POP.TOTL,8156342,8417821,8692337,8973791,9253827,9526558,9790083,10046321,10297983,10549395,10804131,11062434,11324277,11592638,11871102,12162189,12468688,12790313,13122833,13460035,13798094,14134060,14471215,14819430,15192300,15598924,16043736,16522004,17022470,17528961,18029824,18519941,19002660,19484901,19977508,20487604,21017619,21562790,22114647,22661293,23194252,23709115,24208391,24698821,25190647,25690615,26201954,26720367,27236003,27735038,28208028,28650962,29068189,29468923,29866606,30270965,30684652,31104655,31528033,31949789,32365998,Asia,AS,Malaysia,MY,458
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,39.94,41.23,40.11,42.47,42.42,42.30,48.01,43.07,41.42,31.95,29.35,32.01,32.62,37.36,43.07,32.40,39.78,38.42,58.69,45.64,50.71,49.69,50.24,39.24,29.33,54.45,48.16,59.58,38.98,40.93,40.26,38.06,34.69,37.79,39.96,39.82,41.16,40.96,54.48,50.56,47.28,52.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,37.11,35.60,38.60,38.45,38.31,37.17,39.63,55.44,54.53,53.51,53.76,55.63,55.02,53.80,55.44,34.01,40.74,44.98,48.27,46.03,53.29,34.79,34.57,37.35,32.52,38.20,40.23,39.34,24.04,22.74,28.11,22.53,20.64,13.02,14.46,31.98,32.16,36.98,35.38,31.03,31.52,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,47.85,47.29,47.88,47.6,48.1,76.33,48.51,67.42,88.48,80.9,70.7,57.8,55.1,55.2,63.8,60.6,67.07,66.05,60.84,61.82,62.51,61.87,65.06,60.76,41.67,45.24,45.2,48.1,47.56,46.61,50.86,36.56,35.64,28.54,27.07,23.05,28.72,32.4,36.56,36.74,42.58,46.66,43.86,50.77,56.01,45.96,44.72,36.57,39.78,49.6,51.44,56.19,49.74,59.53,62.2,60.56,58.76,47.15,48.66,39.8,49.58,45.74,57.81,55.04,54.97,61.05,18363.49,18518.55,19599.85,20907.96,21527.47,22306.68,23289.81,25028.76,26523.47,26669.16,28744.7,28973.2,30243.99,32295.88,34344.11,37455.07,39886.95,42644.05,44482.24,46766.77,42640.12,MLT,"Population, total",SP.POP.TOTL,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,525285,Europe,EU,"Malta, Republic of",MT,470
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,33.05,33.23,33.09,35.44,34.75,33.79,35.14,40.85,40.19,38.57,44.21,40.64,40.85,41.72,40.85,25.69,35.79,42.59,50.19,44.91,40.70,34.15,36.50,49.31,37.97,37.51,38.21,36.83,23.95,25.59,21.51,20.96,17.86,15.40,19.89,37.94,38.18,35.50,31.01,32.82,29.58,36.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,43.47,41.27,42.41,41.99,42.62,45.88,49.45,49.28,49.82,38.21,33.92,31.36,34.42,41.47,49.28,34.98,40.14,39.54,38.89,39.33,42.64,35.35,36.32,45.13,41.61,44.18,43.30,47.40,41.59,32.14,41.31,37.88,42.81,49.85,51.14,54.81,53.11,57.43,57.42,55.69,62.51,64.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,43.28,44.85,46.7,47.63,48.66,67.34,49.11,55.03,73.59,59.69,52.6,62.5,59.1,61.2,64,64.6,64.91,61.5,61.3,57.04,57.02,54.77,56.82,47.01,43.42,41.44,44.17,44.69,44.86,44.41,46.37,47.28,47.02,49.24,47.05,43.25,44.48,49.31,47.28,31.05,40.58,43.27,39.66,45.26,47.68,41.77,40.37,32.37,42.82,40.66,41.36,40.82,43.95,36.39,37.29,42.27,41.68,38,40.23,51.79,52.37,52.13,50.54,53.51,52.96,53.79,11089.81,11129.87,11187.48,11482.45,12085.76,12657.64,13808.18,14290.07,14924.82,14558.24,15260.62,16520.26,17162.93,17373.9,18056.79,18301.5,19323.67,19721.26,20257.83,20447.89,18833.08,MEX,"Population, total",SP.POP.TOTL,37771861,38966049,40195318,41462373,42771077,44123863,45519746,46956208,48431971,49945278,51493565,53076366,54689944,56324310,57966812,59607947,61242189,62869908,64494872,66123908,67761367,69407623,71058650,72709306,74352631,75983486,77599105,79200081,80788725,82368930,83943135,85512621,87075136,88625440,90156396,91663290,93147045,94611008,96056313,97484823,98899845,100298152,101684764,103081020,104514934,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753,North America,,"Mexico, United Mexican States",MX,484
Moldova,42.32,43.32,43.54,44.15,44.54,58.83,45.21,53.36,76.69,51.97,44.4,,,,,,,,,,,,,,42.1,41.56,43.5,46.87,46.9,46.53,49.77,36.1,38.25,37.17,35.4,35.82,37.08,41.88,36.1,36.7,45.66,54.6,44.13,58.33,57.11,45.11,45.96,32.45,40.23,47.32,47.56,51.72,42.1,38.2,42.14,39.63,40.27,36.92,41.16,46.01,48.68,44.75,56,53.32,52.77,56.96,3083.74,3351.09,3678.13,4004.96,4428.07,4920.41,5327.43,5647.73,6218.5,5897.39,6396.09,6913.6,7363.16,8381.67,8827.05,9254.85,10610.48,11651.32,12659.98,13572.7,13001.55,MDA,"Population, total",SP.POP.TOTL,2043664,2092667,2140063,2185050,2228429,2269399,2307959,2344108,2377848,2411588,2445328,2479871,2515217,2549760,2582697,2611616,2638126,2660619,2682309,2703999,2728099,2754609,2782725,2811645,2840565,2867878,2893584,2918487,2940177,2957047,2969097,2975523,2977130,2973114,2964277,2952307,2946401,2935524,2934339,2929735,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2708214,2663251,2617820,Europe,EU,"Moldova, Republic of",MD,498
Mongolia,41.77,42.33,43.43,44.43,45.14,42.8,45.37,44.67,64.39,57.51,32.2,,,,,,,,,,,,,,43.44,43.69,45.25,42.35,42.34,40.51,43.79,38.36,36.75,38.71,37.12,35.01,33.72,47,38.36,27.24,41.98,39.38,39.25,41.05,38.24,48.55,52.99,36.93,35.12,52.05,51.04,48.64,45.72,47.81,43.37,39.79,46.58,39.58,35.29,54.31,53.69,49.94,42.73,37.57,37.17,49.77,3729.25,3887.62,4095.96,4418.14,4963.62,5424.23,5989.66,6689.46,7319.1,7167.25,7581.55,8912.87,10227.53,10549.89,11056.3,10767.15,10742.66,11311.76,12201.65,12837.67,12100.59,MNG,"Population, total",SP.POP.TOTL,955514,982181,1011327,1042387,1074518,1107121,1139962,1173186,1207104,1242213,1278819,1317042,1356673,1397305,1438421,1479646,1520868,1562207,1603910,1646290,1689622,1733475,1777727,1823214,1871089,1921889,1976313,2033351,2089709,2141005,2184139,2217918,2243495,2263196,2280475,2298017,2316571,2335744,2355667,2376228,2397417,2419594,2443261,2468765,2496394,2526429,2558854,2593819,2631899,2673794,2719902,2770357,2824698,2881783,2940111,2998433,3056358,3113788,3170214,3225166,3278292,Asia,AS,Mongolia,MN,496
Morocco,42.97,44.17,45.07,45.07,45.47,65.61,45.76,51.89,74.18,63.47,42.3,54.8,55.8,53.3,59.4,57.9,62.01,63.99,65.73,63.76,63.28,68.22,70.48,70.63,36.88,37.42,38.12,37.07,38.91,40.4,41.84,40.29,39.88,36.94,30.99,29.88,33.15,38.44,40.29,29.49,34.49,42,49.35,45.32,45.49,35.01,33.6,33.42,46.19,36.29,38.72,36.44,31.69,37.13,40.94,36.38,38.3,36.21,37.87,45.43,47.02,45.27,42.36,44.77,48.58,50.98,3579.35,3878.29,4014.24,4281.4,4553.56,4793.27,5250.52,5516.87,5886.67,6107.38,6332.13,6712.32,6702.42,6916.01,6609.61,7024.96,7113,7312.06,7625.74,7856.25,7296.16,MAR,"Population, total",SP.POP.TOTL,12328532,12710587,13094890,13478425,13857656,14230163,14595351,14954037,15307267,15656846,16004732,16350883,16696890,17048525,17413149,17796171,18198836,18620087,19059773,19516942,19990006,20479709,20984023,21495088,22002641,22499111,22980334,23447256,23903592,24355624,24807461,25260407,25711410,26155204,26584473,26994255,27383472,27754573,28110447,28455504,28793672,29126323,29454765,29782884,30115196,30455563,30804689,31163670,31536807,31929087,32343384,32781860,33241898,33715705,34192358,34663608,35126274,35581257,36029089,36471766,36910558,Africa,AF,"Morocco, Kingdom of",MA,504
Mozambique,47.22,47.85,46.44,47.31,47.68,51.22,47.82,29.97,41.82,46.37,33.9,,,,,,,,,,,,,,40.32,40.49,42.01,41.99,41.03,41.05,43.72,52.43,52.41,50.2,51.21,52.77,53.55,55.47,52.43,44.27,61.28,56.71,44.12,57.53,57.91,37.54,38.36,45.09,41.11,37.01,38.08,43.32,21.63,23.68,23.32,26.4,24.47,23.67,26.57,44.56,43.72,36.89,35.81,33.78,32.43,35.3,478.31,532.55,574.15,606.71,652.8,697.43,766.28,824.48,877.6,914.78,958.94,1023.07,1035.52,1084.98,1139.05,1291.27,1363.67,1283.66,1320.7,1335.7,1296.58,MOZ,"Population, total",SP.POP.TOTL,7184870,7342117,7507309,7679465,7857107,8039217,8225919,8417698,8614445,8816056,9022747,9232655,9446235,9668655,9906963,10165216,10443954,10738534,11041206,11341405,11630194,11913085,12189817,12439773,12636120,12764385,12808566,12786353,12758003,12805950,12987292,13328029,13805999,14370950,14948050,15483277,15960445,16397175,16813946,17244176,17711925,18221884,18764147,19331097,19910549,20493927,21080108,21673319,22276596,22894718,23531567,24187500,24862673,25560752,26286192,27042001,27829930,28649007,29496009,30366043,31255435,Africa,AF,"Mozambique, Republic of",MZ,508
Myanmar,50.92,52.65,52.83,52.38,51.62,51.3,52.72,27.44,48.98,45.32,25.1,,,,,,,,,,,,,,40.32,40.49,42.01,41.99,41.03,41.05,43.72,52.43,52.41,50.2,51.21,52.77,53.55,55.47,52.43,44.27,61.28,56.71,44.12,57.53,57.91,37.54,38.36,45.09,41.11,37.01,38.08,43.32,21.63,23.68,23.32,26.4,24.47,23.67,26.57,44.56,43.72,36.89,35.81,33.78,32.43,35.3,920.66,1036.38,1167.58,1341.34,1550.91,1801.92,2084.25,2381.41,2660.18,2944.33,3243,3469.14,3727.14,4016.32,4245.81,4416.55,4492.02,4739.92,5149.94,5297.44,4793.56,MMR,"Population, total",SP.POP.TOTL,21736947,22211626,22697664,23198238,23717785,24259356,24823937,25410054,26015239,26635852,27269063,27913749,28570093,29238168,29918469,30611093,31314347,32026748,32748782,33481397,34224316,34976465,35734273,36491804,37241530,37977087,38698484,39404350,40085653,40731439,41335188,41890192,42401686,42889992,43383421,43901598,44452203,45027223,45611220,46181075,46719698,47225119,47702163,48148907,48564489,48949931,49301049,49621479,49929642,50250366,50600827,50990612,51413703,51852464,52280816,52680724,53045199,53382521,53708318,54045422,54409794,Asia,AS,"Myanmar, Union of",MM,104
Namibia,50.16,50.48,49.78,48.09,46.66,59.28,50.68,43.71,70.84,58.46,40.2,,,,,,,,,,,,,,36.32,39.18,42.24,41.66,42.12,39.12,40.6,38,37.83,41.77,40.96,41.83,38.37,44.19,38,43.56,50.88,45.74,61.13,48.65,48.21,32.01,35.79,49.02,36.67,36.45,35.53,36.39,24.18,30.74,38.95,37.07,43.56,31.51,33.43,46.31,47.97,43.35,44.75,40.51,41.51,40.76,5202.66,5293.61,5550.08,5806.3,6593.76,6861.15,7442.06,7911.4,8129.63,8067.18,8499.52,8958.93,9341.11,9735.53,10467.23,10633.29,10427.12,10171.42,10334.57,10261.57,9382.22,NAM,"Population, total",SP.POP.TOTL,634138,649274,665119,681633,698797,716588,734866,753683,773428,794588,817474,842353,868954,896264,922900,947925,971117,992955,1014055,1035379,1057723,1080938,1105103,1131624,1162282,1198149,1239923,1286796,1336545,1386011,1432899,1476399,1516951,1555098,1591826,1627866,1663378,1698029,1731635,1763861,1794583,1823667,1851519,1879113,1907737,1938316,1971318,2006516,2043382,2081039,2118877,2156698,2194777,2233506,2273426,2314901,2358044,2402623,2448300,2494524,2540916,Africa,AF,"Namibia, Republic of",,516
Nepal,50.86,53.64,53.17,54.61,57.15,68.24,57.97,37,50.21,31.44,32.7,,,,,,,,,,,,,,46.44,44.68,43.65,43.94,45.01,45.61,49.42,49.27,49.38,45.91,46.71,42.63,43.66,51.3,49.27,47.14,56.7,57.02,50.13,59.35,61.34,47.4,45.24,30.79,39.46,51.21,46.55,47.73,35.58,35.02,29.78,27.61,25.66,31.22,32.66,49.31,46.62,44.01,41.77,46.2,47.26,54.05,1354.5,1426.45,1428.55,1491.06,1581.56,1666.25,1752.5,1838.69,1967.7,2055.85,2169.52,2288.25,2505.39,2702.22,2947.32,2996.22,2989.68,3565.2,3864.32,4119.92,4008.75,NPL,"Population, total",SP.POP.TOTL,10105060,10267260,10433147,10604620,10783958,10972912,11172530,11382965,11603921,11834657,12074628,12323984,12583142,12852205,13131260,13420367,13719466,14028535,14347653,14676932,15016408,15367229,15729431,16100623,16477488,16858315,17239677,17623697,18020755,18445021,18905480,19405506,19938322,20489973,21040899,21576074,22090352,22584772,23057875,23509971,23941099,24347113,24725625,25080880,25419337,25744500,26066687,26382586,26666581,26883531,27013207,27041220,26989160,26916795,26905982,27015033,27263430,27632682,28095712,28608715,29136808,Asia,AS,"Nepal, State of",NP,524
Netherlands,64.06,64.18,64.36,65.02,65.64,66.36,65.65,77.75,82.03,75.46,75.3,50.1,51.4,54.3,56.4,51.4,50.28,56.99,53.27,54.84,57.1,49.49,54.11,50.89,47.12,46.71,48.22,49.62,49.83,50.52,52.86,40.81,40.53,39.64,35.35,34.53,34.44,37.49,40.81,33.62,33.92,44.65,57.13,46.91,48.88,59.71,58.83,46.29,37.3,55.03,56.79,58.72,57.05,53.99,60.69,60.52,59.77,56.41,59.78,42.51,46.56,47.35,52.05,53.83,58.06,59.43,31884.69,33194.52,34447.21,34114.42,35780.11,37625.56,40958.92,43885.83,46420.2,44589.72,45078.32,46599.02,47272.1,49241.52,49233.22,50288.59,52288.42,55088.63,57901.1,59469.08,59228.83,NLD,"Population, total",SP.POP.TOTL,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441139,Europe,EU,"Netherlands, Kingdom of the",NL,528
New Zealand,59.32,61.92,62.54,62.27,66.74,73.36,66.05,76.41,88,75.96,71.3,50,46.2,44.8,53.7,54.5,54.48,53.49,52.56,52.41,50.48,49.57,44.61,45.67,51.23,50.93,53.46,53.56,54.36,53.9,57.17,60.06,62.78,61.99,61.88,61.51,60.97,60.94,60.06,39.67,39.51,50.46,51.29,52.67,51.67,50.21,49.06,47.6,42.06,48.43,51.08,56.15,49.86,45.31,57.76,43.76,45.53,43.39,54.29,52.53,57.8,58.11,64.13,64.56,61.37,62.78,21514.48,22496.75,23306.28,23961.42,25080.04,25677.42,27744.74,29355.66,29827.14,30700.56,31239.19,32701.38,32988.61,36242.62,37293.36,37479.68,39955.8,42285.32,43930.88,45073.2,44251.79,NZL,"Population, total",SP.POP.TOTL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979300,5084300,Oceania,OC,New Zealand,NZ,554
Nicaragua,55.46,56.54,57.63,59.1,59.34,57.05,59.23,50.32,64.19,55.04,39.2,,,,,,,,,,,,,,40.54,40.91,41.42,43.57,42.59,41.55,44.1,53.62,50.59,52.14,54.44,50,50.79,55.14,53.62,48.05,54.65,54.68,48.65,57.72,58.05,38.99,39.63,32.48,36.64,39.56,42.36,40.54,25.85,32.07,27.95,31.21,30.48,26.28,29.39,34.7,34.21,35.81,39.03,35.62,30.58,37.36,2783.28,2885.25,2911.15,2998.14,3198.4,3392.62,3590.86,3821.6,3974.77,3820.57,3981.09,4263.2,4427.96,4610.3,4941.7,5293.87,5694.05,6004.03,5867.26,5682.26,5570.1,NIC,"Population, total",SP.POP.TOTL,1773132,1829772,1887426,1946240,2006478,2068379,2131973,2197303,2264623,2334285,2406523,2481345,2558705,2638699,2721417,2806859,2894967,2985480,3077861,3171404,3265520,3360142,3455129,3549711,3642978,3734343,3823133,3909672,3995529,4082958,4173435,4267570,4364514,4462496,4559010,4652185,4741571,4827658,4910642,4991041,5069310,5145367,5219324,5292115,5364930,5438692,5513757,5590066,5667436,5745538,5824058,5903035,5982530,6062462,6142734,6223234,6303970,6384843,6465502,6545503,6624554,North America,,"Nicaragua, Republic of",NI,558
Niger,,,,,,,,,,,,,,,,,,,,,,,,,35.46,34.53,38.34,39.75,38.84,36.93,40.40,44.93,44.24,35.12,38.61,40.95,40.92,46.07,44.93,30.38,49.10,52.40,44.84,53.15,58.10,37.87,38.14,28.25,32.77,39.24,42.70,43.54,20.95,19.07,26.89,26.93,22.83,13.96,18.00,41.04,40.81,41.95,42.13,38.03,33.90,36.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,37.34,37.15,38.23,39.12,39.52,40.19,40.14,39.2,58.27,54.76,31,,,,,,,,,,,,,,37.99,36.77,39.33,41.26,39.1,39.87,40.94,45.19,45.92,42.54,43.77,39.45,39.93,41.43,45.19,47.07,57.51,61.58,49.15,63.84,60,25.67,26.09,34.87,39.84,35.93,35.87,33.4,21.52,19.25,28.21,22.9,19.5,15.62,23.62,49.69,45.52,43.62,42.95,36.79,44.08,46.23,2306.11,2434.25,2780.79,2964.36,3241.72,3467.11,3690.84,3934.84,4170.73,4420.97,4703.2,4922.7,4982.95,5225.17,5507.17,5426.33,5234.68,5190.36,5278.85,5352.68,5186.72,NGA,"Population, total",SP.POP.TOTL,45138460,46063570,47029818,48032932,49066762,50127920,51217969,52342231,53506201,54717035,55982142,57296988,58665813,60114615,61677167,63374289,65221379,67203134,69271915,71361141,73423646,75440505,77427539,79414841,81448757,83562776,85766396,88048029,90395278,92788039,95212454,97667632,100161708,102700751,105293701,107948339,110668784,113457661,116319763,119260055,122283853,125394046,128596079,131900634,135320420,138865014,142538305,146339971,150269622,154324939,158503203,162805080,167228803,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587,Africa,AF,"Nigeria, Federal Republic of",NG,566
Norway,68.13,69.1,69.88,70.13,70.32,81.13,69.92,78.04,86.9,77.49,77.7,57.6,60.5,61.8,67,61.9,58.38,59.32,57.88,54.65,52.9,67.99,62.8,61.14,53.43,54.58,59.43,58.16,58.38,56.9,57.69,60.41,60.64,61.96,57.8,58.29,59.05,57.49,60.41,35.93,48.27,47.95,42.68,50.25,46.42,58.8,61.5,32.25,36.86,57.62,58.63,64.96,56.6,53.22,62.36,66.71,69.2,64.26,66.72,55.99,61.62,61.26,59.74,56.67,52.31,52.83,36952.55,37780.64,37980.35,38553.93,42514.69,47797.53,54088.04,55862.66,61716.6,55404.97,57963.88,62076.74,65354.78,66961.25,65892.69,60368.92,58939.91,64050.76,69710.48,68345.07,63197.98,NOR,"Population, total",SP.POP.TOTL,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,Europe,EU,"Norway, Kingdom of",NO,578
Oman,43.52,43.56,44.35,44.34,44.24,45.87,44,47.75,60.13,51.32,38.5,,,,,,,,,,,,,,44.24,43.51,44.08,43.16,46.86,44.74,41.62,41.22,39.2,35.56,31.34,37.7,38.56,39.82,41.22,23.23,35.61,42.28,48.3,41.56,26.87,52.45,53.29,50.21,36.3,47.31,44.22,47.89,48.39,43.46,43.17,42.82,53.78,46.02,45.06,54.73,58.36,50.88,54.82,54.74,53.32,48.49,35953.94,37938.25,37462.73,36341.62,36884.69,37960.46,40100.35,41774.24,44507.89,45516.42,44291.31,43425.17,44508.9,42078.86,38624.68,31122.74,28908.54,29077.36,29031.64,28448.86,,OMN,"Population, total",SP.POP.TOTL,551735,564891,578827,593498,608890,625006,642007,660117,679592,700725,723842,748968,776385,806985,841952,882038,927434,977804,1032797,1091858,1154373,1220578,1290121,1361085,1431066,1498413,1561180,1619871,1678119,1741155,1812158,1893761,1983272,2072106,2148416,2204267,2236652,2249759,2251859,2254898,2267973,2294959,2334860,2386164,2445524,2511254,2580753,2657162,2750956,2876186,3041435,3251102,3498031,3764805,4027255,4267341,4479217,4665926,4829476,4974992,5106622,Asia,AS,"Oman, Sultanate of",OM,512
Pakistan,35.25,38.37,39.32,39.39,39.54,47.96,39.56,34.58,51.42,37.5,33.1,,,,,,,,,,,,,,33.31,31.79,35.34,36.62,38.53,38.34,36.11,32.45,30.6,29.5,33.25,34.53,34.45,32.8,32.45,35.09,44.47,44.01,57.46,46.74,43.14,37.48,37.3,34.65,41.1,40.27,41.89,39.19,11.03,9.2,15.05,16.94,22.7,20.86,25.21,47.8,46.74,49.66,50.16,48.81,47.74,40.19,2625.26,2709.03,2753.54,2898.03,3127.69,3357.36,3579.96,3766.86,3818.07,3868.74,3890.29,3993.56,4018.73,4103.63,4238.63,4373.01,4410.01,4571.21,4853.27,4888.85,4876.63,PAK,"Population, total",SP.POP.TOTL,44988690,46065229,47198886,48387293,49627623,50917975,52260183,53655783,55102690,56598148,58142062,59734479,61381982,63099404,64905996,66816875,68834324,70958168,73197254,75561128,78054346,80680461,83431597,86285936,89213708,92191505,95215375,98285762,101389603,104512874,107647918,110778655,113911126,117086680,120362764,123776835,127349293,131057432,134843233,138624625,142343583,145978408,149549695,153093371,156664698,160304007,164022626,167808106,171648984,175525610,179424643,183340168,187280125,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331,Asia,AS,"Pakistan, Islamic Republic of",PK,586
Panama,56.44,56.29,57.31,57.33,58.1,71.37,57.94,56.84,78,62.71,47.3,,,,,,,,,,,,,,42.33,40.8,43.89,44.44,45.36,45.1,46.28,51.62,54,53.64,51.34,51.36,54.34,52.58,51.62,38.78,46.4,47,54.28,51.14,46.69,39.04,36.7,38.43,35.2,37.12,37.26,42.71,41.57,28.35,28.31,27.7,34.22,31.35,36.57,43.93,46.15,50.42,56.33,55.23,51.41,52.84,8367.73,8435.29,8594.07,8951.65,9701.82,10527.45,11570.97,13066.86,14373.65,14405.11,15153.51,16923.93,18679.5,20809.81,22897.37,25319.26,27828.56,30446.84,31757.56,32761.38,26775.69,PAN,"Population, total",SP.POP.TOTL,1133005,1167120,1202447,1238893,1276331,1314679,1353847,1393824,1434676,1476481,1519286,1563093,1607797,1653208,1699056,1745142,1791389,1837804,1884427,1931302,1978489,2025965,2073748,2121863,2170330,2219200,2268500,2318259,2368556,2419424,2470946,2523115,2575949,2629584,2684117,2739667,2796291,2853907,2912318,2971197,3030333,3089641,3149195,3209056,3269356,3330222,3391673,3453671,3516204,3579215,3642691,3706479,3770635,3835447,3901311,3968490,4037073,4106764,4176868,4246440,4314768,North America,,"Panama, Republic of",PA,591
